timestamp,value,hour,dayofweek
2014-04-10 00:04:00,91.958,0,3
2014-04-10 00:09:00,94.798,0,3
2014-04-10 00:14:00,92.208,0,3
2014-04-10 00:19:00,93.722,0,3
2014-04-10 00:24:00,93.042,0,3
2014-04-10 00:29:00,92.958,0,3
2014-04-10 00:34:00,95.708,0,3
2014-04-10 00:39:00,95.25,0,3
2014-04-10 00:44:00,94.458,0,3
2014-04-10 00:49:00,92.75,0,3
2014-04-10 00:54:00,94.208,0,3
2014-04-10 00:59:00,92.75,0,3
2014-04-10 01:04:00,94.376,1,3
2014-04-10 01:09:00,92.792,1,3
2014-04-10 01:14:00,91.666,1,3
2014-04-10 01:19:00,87.542,1,3
2014-04-10 01:24:00,90.75,1,3
2014-04-10 01:29:00,91.65,1,3
2014-04-10 01:34:00,90.06200000000004,1,3
2014-04-10 01:39:00,93.416,1,3
2014-04-10 01:44:00,89.904,1,3
2014-04-10 01:49:00,90.542,1,3
2014-04-10 01:54:00,90.628,1,3
2014-04-10 01:59:00,91.166,1,3
2014-04-10 02:04:00,90.5,2,3
2014-04-10 02:09:00,89.166,2,3
2014-04-10 02:14:00,90.292,2,3
2014-04-10 02:19:00,90.208,2,3
2014-04-10 02:24:00,93.626,2,3
2014-04-10 02:29:00,93.624,2,3
2014-04-10 02:34:00,93.756,2,3
2014-04-10 02:39:00,93.542,2,3
2014-04-10 02:44:00,92.042,2,3
2014-04-10 02:49:00,90.938,2,3
2014-04-10 02:54:00,91.376,2,3
2014-04-10 02:59:00,92.666,2,3
2014-04-10 03:04:00,94.42,3,3
2014-04-10 03:09:00,95.584,3,3
2014-04-10 03:19:00,90.62,3,3
2014-04-10 03:24:00,93.478,3,3
2014-04-10 03:29:00,94.126,3,3
2014-04-10 03:34:00,93.338,3,3
2014-04-10 03:39:00,93.458,3,3
2014-04-10 03:44:00,92.166,3,3
2014-04-10 03:49:00,91.584,3,3
2014-04-10 03:54:00,94.33,3,3
2014-04-10 03:59:00,95.084,3,3
2014-04-10 04:04:00,93.958,4,3
2014-04-10 04:09:00,94.714,4,3
2014-04-10 04:14:00,92.232,4,3
2014-04-10 04:19:00,95.2,4,3
2014-04-10 04:24:00,92.458,4,3
2014-04-10 04:29:00,94.444,4,3
2014-04-10 04:34:00,86.736,4,3
2014-04-10 04:39:00,93.072,4,3
2014-04-10 04:44:00,95.876,4,3
2014-04-10 04:49:00,93.994,4,3
2014-04-10 04:54:00,94.104,4,3
2014-04-10 04:59:00,93.75,4,3
2014-04-10 05:04:00,90.852,5,3
2014-04-10 05:09:00,89.584,5,3
2014-04-10 05:14:00,94.542,5,3
2014-04-10 05:19:00,91.974,5,3
2014-04-10 05:24:00,93.0,5,3
2014-04-10 05:29:00,92.262,5,3
2014-04-10 05:34:00,93.25,5,3
2014-04-10 05:39:00,93.624,5,3
2014-04-10 05:44:00,93.436,5,3
2014-04-10 05:49:00,92.774,5,3
2014-04-10 05:54:00,91.624,5,3
2014-04-10 05:59:00,93.042,5,3
2014-04-10 06:04:00,91.542,6,3
2014-04-10 06:09:00,93.748,6,3
2014-04-10 06:14:00,93.042,6,3
2014-04-10 06:19:00,92.8,6,3
2014-04-10 06:24:00,90.11,6,3
2014-04-10 06:29:00,94.644,6,3
2014-04-10 06:34:00,90.542,6,3
2014-04-10 06:39:00,93.292,6,3
2014-04-10 06:44:00,91.14,6,3
2014-04-10 06:49:00,91.126,6,3
2014-04-10 06:54:00,91.5,6,3
2014-04-10 06:59:00,95.042,6,3
2014-04-10 07:04:00,95.712,7,3
2014-04-10 07:09:00,91.506,7,3
2014-04-10 07:14:00,94.9625,7,3
2014-04-10 07:19:00,91.848,7,3
2014-04-10 07:24:00,92.416,7,3
2014-04-10 07:29:00,95.126,7,3
2014-04-10 07:34:00,93.584,7,3
2014-04-10 07:39:00,93.834,7,3
2014-04-10 07:44:00,94.708,7,3
2014-04-10 07:49:00,94.5,7,3
2014-04-10 07:54:00,93.452,7,3
2014-04-10 07:59:00,88.086,7,3
2014-04-10 08:04:00,91.08,8,3
2014-04-10 08:09:00,89.584,8,3
2014-04-10 08:14:00,91.238,8,3
2014-04-10 08:19:00,91.932,8,3
2014-04-10 08:24:00,89.458,8,3
2014-04-10 08:29:00,87.75,8,3
2014-04-10 08:34:00,92.666,8,3
2014-04-10 08:39:00,94.5,8,3
2014-04-10 08:44:00,92.162,8,3
2014-04-10 08:49:00,92.648,8,3
2014-04-10 08:54:00,94.352,8,3
2014-04-10 08:59:00,92.916,8,3
2014-04-10 09:04:00,90.874,9,3
2014-04-10 09:09:00,92.334,9,3
2014-04-10 09:14:00,93.75,9,3
2014-04-10 09:19:00,93.77,9,3
2014-04-10 09:24:00,93.48,9,3
2014-04-10 09:29:00,94.22,9,3
2014-04-10 09:34:00,94.014,9,3
2014-04-10 09:39:00,94.666,9,3
2014-04-10 09:44:00,94.516,9,3
2014-04-10 09:49:00,96.75,9,3
2014-04-10 09:54:00,93.834,9,3
2014-04-10 09:59:00,91.666,9,3
2014-04-10 10:04:00,90.8,10,3
2014-04-10 10:09:00,96.042,10,3
2014-04-10 10:14:00,85.42200000000003,10,3
2014-04-10 10:19:00,91.73,10,3
2014-04-10 10:24:00,90.61,10,3
2014-04-10 10:29:00,90.25,10,3
2014-04-10 10:34:00,90.03399999999998,10,3
2014-04-10 10:39:00,89.33200000000002,10,3
2014-04-10 10:44:00,91.766,10,3
2014-04-10 10:49:00,94.084,10,3
2014-04-10 10:54:00,91.6525,10,3
2014-04-10 10:59:00,93.75,10,3
2014-04-10 11:04:00,93.718,11,3
2014-04-10 11:09:00,94.112,11,3
2014-04-10 11:14:00,93.466,11,3
2014-04-10 11:19:00,95.416,11,3
2014-04-10 11:24:00,94.5,11,3
2014-04-10 11:29:00,96.674,11,3
2014-04-10 11:34:00,93.212,11,3
2014-04-10 11:39:00,91.166,11,3
2014-04-10 11:44:00,93.678,11,3
2014-04-10 11:49:00,93.55,11,3
2014-04-10 11:54:00,93.374,11,3
2014-04-10 11:59:00,95.554,11,3
2014-04-10 12:04:00,94.292,12,3
2014-04-10 12:09:00,90.164,12,3
2014-04-10 12:14:00,88.75,12,3
2014-04-10 12:19:00,92.458,12,3
2014-04-10 12:24:00,96.21,12,3
2014-04-10 12:29:00,91.646,12,3
2014-04-10 12:34:00,94.792,12,3
2014-04-10 12:39:00,92.534,12,3
2014-04-10 12:44:00,89.084,12,3
2014-04-10 12:49:00,91.75,12,3
2014-04-10 12:54:00,92.75,12,3
2014-04-10 12:59:00,89.568,12,3
2014-04-10 13:04:00,90.658,13,3
2014-04-10 13:09:00,88.024,13,3
2014-04-10 13:14:00,91.542,13,3
2014-04-10 13:19:00,94.25,13,3
2014-04-10 13:24:00,94.124,13,3
2014-04-10 13:29:00,91.708,13,3
2014-04-10 13:34:00,92.584,13,3
2014-04-10 13:39:00,92.638,13,3
2014-04-10 13:44:00,93.794,13,3
2014-04-10 13:49:00,96.514,13,3
2014-04-10 13:54:00,95.202,13,3
2014-04-10 13:59:00,96.188,13,3
2014-04-10 14:04:00,89.3,14,3
2014-04-10 14:09:00,90.746,14,3
2014-04-10 14:14:00,88.25,14,3
2014-04-10 14:19:00,88.834,14,3
2014-04-10 14:24:00,89.834,14,3
2014-04-10 14:29:00,93.5,14,3
2014-04-10 14:34:00,95.5,14,3
2014-04-10 14:39:00,89.542,14,3
2014-04-10 14:44:00,89.052,14,3
2014-04-10 14:49:00,87.454,14,3
2014-04-10 14:54:00,86.876,14,3
2014-04-10 14:59:00,86.958,14,3
2014-04-10 15:04:00,89.928,15,3
2014-04-10 15:09:00,90.5,15,3
2014-04-10 15:14:00,90.124,15,3
2014-04-10 15:19:00,90.58,15,3
2014-04-10 15:24:00,92.0,15,3
2014-04-10 15:29:00,88.708,15,3
